Gene Name,Balaton consensus calls,,Carrel hybrids,Carrel SNPs,Cotton AI,Cotton DNAm,,Transcript Start,Transcript Stop,Transcript Type,CTAG gene,Expression in GM12878,Expression in IMR90,Expressed in Either Tissue,Domain categories,Results from other literature,Lister mCH,Sex differences in expression,Y homology,alternate gene names,Related Diseases,Comments
XIAP,S,,0,,S,all F S or S+U,,122993661,123047829,mRNA,No,1.0693965,1.5765331,Both,S,,S,,,BIRC4 ,"XLP1, XLP2",
STAG2,Mostly S,,0,,S,S or S+U and VE and U,,123094474,123236505,mRNA,No,0.8842717,1.0659987,Both,S,,S,,Y pseudogene,None,,
SH2D1A,VE,,,,VE,,,123480131,123507010,mRNA,No,0.004767089,0,Neither,S,,,,,,XLP1,
ODZ1,Discordant,,0.11,,VE,,,123509755,124097666,mRNA,No,0.00084069,0.002803542,Neither,S,,,,Y pseudogene,None,,
LOC100129520,No call,,,,,,,124453968,124456950,mRNA,No,0.006136648,0,Neither,S,,,,,,,
DCAF12L2,S,,,,,all F S or S+U,,125297481,125300080,mRNA,No,0.007040624,0,Neither,S,,,,,,,
DCAF12L1,No call,,,,,,,125683365,125686842,mRNA,No,0.002631631,0,Neither,S,,,,Y pseudogene,WDR40B,,
CXorf64,No call,,,,,,,125953746,125955768,mRNA,No,0.058816876,0,Neither,S,,,,,,,
ACTRT1,No call,,,,,,,127184940,127186382,mRNA,No,0.006342904,0,Neither,S,,,,Y pseudogene,,,
SMARCA1,Mostly S,,0,,VE,all F S,,128580477,128657460,mRNA,No,0.005469049,2.024259,Fibroblast Only,S,,S,,Y pseudogene,None,,
SNORD112,No call,,,,,,,128652552,128652624,snoRNA,No,0.12538098,0,Lymphoblast only,S,,,,,,,
OCRL,S,,0,,S,too much U,,128674251,128726530,mRNA,No,0.20973733,2.7147775,Both,S,S,S,,,None,"OCRL, Dent disease 2",
APLN,Mostly S,,0,,VE,all F S,,128779235,128788933,mRNA,No,0.08210069,0.54167974,Fibroblast Only,S,,S,,,None,,
XPNPEP2,Discordant,,0.11,,VE,,,128872945,128903525,mRNA,No,0.018556433,0.005895027,Neither,S,,,,,None,AEACEI,
SASH3,S,,0.11,,S,,,128913891,128929176,mRNA,No,16.511705,0.005054367,Lymphoblast only,S,S,,,Y pseudogene,"CXorf9, SLY ",,
ZDHHC9,S,,0,,S,all F S or S+U,,128937263,128978124,mRNA,No,0.45112234,2.425871,Both,S,,S,,,None,MRXSR,
UTP14A,Mostly S,,0.33,,S,all F S or S+U,,129040096,129063738,mRNA,No,1.2569969,2.2940094,Both,S,,,,,SDCCAG16 ,,
BCORL1,S,,0,,S,,,129139163,129192058,mRNA,No,0.18358916,0.46837276,Both,S,,S,,Y pseudogene,FLJ11362 ,,
ELF4,S,,0,,S,,,129198894,129244688,mRNA,No,2.5720608,2.1206932,Both,S,,S,,,Hs.271940,,
AIFM1,S,,0,,S,all F S or S+U,,129263337,129299861,mRNA,No,1.2822706,2.0645254,Both,S,,S,,Y pseudogene,"PDCD8, Hs.424932",,
RAB33A,S,,,,S,all F S or S+U,,129305772,129318844,mRNA,No,1.1755197,0.37232822,Both,S,,,,,,,
ZNF280C,Mostly S,,,,VE,all F S or S+U,,129336672,129402922,mRNA,No,0.20833556,0.75841033,Both,S,,,,,,,
SLC25A14,S,,0,,S,all F S,,129473927,129507335,mRNA,No,0.29286584,1.1547494,Both,S,,S,,Y pseudogene,BMCP1 ,,
GPR119,No call,,,,,,,129518318,129519511,mRNA,No,0.007665671,0,Neither,S,,,,Y pseudogene,,,
RBMX2,S,,0,,S,all F S or S+U,,129535942,129547317,mRNA,No,1.9993614,2.0601137,Both,S,,S,,Y pseudogene,CGI-79 ,,
BC043223,Mostly S,,,,,S or S+U and VE,,129611042,129658231,ncRNA,No,0.0737035,0.5561137,Fibroblast Only,S,,,,,,,
FAM45A,No call,,,,,,,129628914,129631421,mRNA,No,1.3539445,10.443181,Both,S,,,,,,,
ENOX2,Mostly S,,0.33,,S,all F S or S+U,,129757356,130037208,mRNA,No,0.07097155,0.15718001,Fibroblast Only,S,,,,Y pseudogene,"COVA1, APK1 ",,
ARHGAP36,No call,,,,,,,130192215,130223857,mRNA,No,0.001735514,0.002441648,Neither,S,,,,Y pseudogene,,,
IGSF1,S,,,,S,,,130407482,130712873,mRNA,No,0.00170833,0.002276908,Neither,S,,,,,,CHTE,
OR13H1,No call,,,,,,,130678047,130678974,mRNA,No,0,0,Neither,S,,,,Y pseudogene,,,
FIRRE,VE,,,,VE,,,130836677,130964671,ncRNA,No,0.22675546,0.01509064,Lymphoblast only,S,VE,,,,LOC286467,,Has female specific CTCF binding sites
5S_rRNA,No call,,,,,,,131072873,131072984,rRNA,No,0,0.21461405,Fibroblast Only,S,,,,,,,
MST4,Mostly S,,0,,S,S or S+U and VE,,131157244,131209971,mRNA,No,1.4089926,0.027840238,Lymphoblast only,S,S,S,,Y pseudogene,STK26,,
FRMD7,VE,,,,VE,,,131211020,131262050,mRNA,No,0.003587157,0,Neither,S,,,,Y pseudogene,,"NYS1, XIPAN",
RAP2C,S,,0,,,all F S or S+U,,131337052,131353475,mRNA,No,2.8627613,3.0812223,Both,S,,S,,,Hs.119889 ,,
AK095439,Mostly S,,,,,S or S+U and VE,,131352649,131566839,ncRNA,No,0.2965174,0.06540894,Lymphoblast only,S,,,,,,,
MBNL3,Mostly S,,0,,S,S or S+U and VE,,131503342,131623996,mRNA,No,0.5616627,0.11547589,Both,S,,S,,,"CHCR, FLJ38120, Hs.291319, Hs.287979, Hs.148401",,
U6,No call,,,,,,,131714144,131714251,snRNA,No,0,0.2476316,Fibroblast Only,S,,,,,,,
HS6ST2,Discordant,,,,E,all F S,,131760037,132095423,mRNA,No,0.001391851,0.002764367,Neither,S,,,,,,,
Mir_548,No call,,,,,,,131791765,131791849,miRNA,No,0,0,Neither,S,,,,,,,
USP26,No call,,,,,,,132159053,132231135,mRNA,No,0.001015808,0.000714556,Neither,S,,,,Y pseudogene,,,
TFDP3,No call,,,,,,,132350696,132352376,mRNA,yes,0.032669164,0.030640911,Neither,S,,,,,,,
GPC4,Mostly S,,0.22,S,VE,all F S or S+U,,132435063,132549205,mRNA,No,0.016759131,0.1669636,Fibroblast Only,S,,,,,None,"SGBS1, WT1",
GPC3,S,,,,S,all F S or S+U,,132669775,133119673,mRNA,No,0.07655502,0.01316595,Neither,S,,,,,,"SGBS1, WT1",
MIR363,No call,,,,,,,133303407,133303482,miRNA,No,0.24086344,0,Lymphoblast only,S,,,,,,,
MIR92A2,No call,,,,,,,133303567,133303642,miRNA,No,0,0,Neither,S,,,,,,,
MIR19B2,No call,,,,,,,133303700,133303796,miRNA,No,0,0,Neither,S,,,,,,,
DM119510,No call,,,,,,,133303712,133303735,miRNA,No,0,0,Neither,S,,,,,,,
MIR20B,No call,,,,,,,133303838,133303907,miRNA,No,0,0,Neither,S,,,,,,,
MIR18B,No call,,,,,,,133304070,133304141,miRNA,No,0,0,Neither,S,,,,,,,
MIR106A,No call,,,,,,,133304227,133304308,miRNA,No,0,0,Neither,S,,,,,,,
CCDC160,S,,,,,all F S,,133371076,133379808,mRNA,No,0.002096144,0.01474504,Neither,S,,,,,,,
PHF6,S,,0.22,,S,all F S or S+U,,133507341,133562822,mRNA,No,1.0059811,1.2310078,Both,S,,,,Y pseudogene,None,BFLS,
HPRT1,S,,0.2,,S,all F S or S+U,,133594174,133634698,mRNA,No,0.71799594,1.1693223,Both,S,,,,Y pseudogene,None,LNS,
MIR450B,No call,,,,,,,133674214,133674292,miRNA,No,0,0.97798806,Fibroblast Only,S,,,,,,,
MIR450A1,No call,,,,,,,133674370,133674461,miRNA,No,0,0.27993137,Fibroblast Only,S,,,,,,,
MIR450A2,No call,,,,,,,133674537,133674637,miRNA,No,0,0.509974,Fibroblast Only,S,,,,,,,
MIR542,No call,,,,,,,133675370,133675467,miRNA,No,0,0.2627927,Fibroblast Only,S,,,,,,,
MGC16121,VE,,,,VE,,,133677406,133680660,ncRNA,No,0.08435771,18.363842,Fibroblast Only,S,,,,,,,
MIR503,No call,,,,,,,133680357,133680428,miRNA,No,0,22.892166,Fibroblast Only,S,,,,,,,
MIR424,No call,,,,,,,133680643,133680741,miRNA,No,0.09245264,6.243318,Fibroblast Only,S,,,,,,,
LOC100506757,S,,,,,all F S,,133684053,133694428,ncRNA,No,0.004410568,0.11665606,Fibroblast Only,S,,,,,LINC00629,,
PLAC1,VE,,0.33,,VE,,,133699872,133792513,mRNA,yes,0.009978562,0.022517309,Neither,S,,,,,None,,
Mir_1302,No call,,,,,,,133830061,133830113,miRNA,No,0,0,Neither,S,,,,,,,
FAM122B,S,,0.33,,,all F S or S+U,,133903595,133931262,mRNA,No,2.4258192,3.1470728,Both,S,,,,Y pseudogene,LOC159090 ,,
FAM122C,Mostly S,,0,,S,S or S+U and VE and U,,133930442,133988641,mRNA,No,0.5584473,0.53410137,Both,S,,S,,Y pseudogene,"LOC159091, RP3-473B4.1, Hs.269127",,
MOSPD1,S,,0.22,,S,all F S or S+U,,134021661,134049297,mRNA,No,0.24871589,1.874893,Both,S,,,,,"DJ473B4, T91371",,
CXorf69,Mostly S,,0,,,S or S+U and VE and U,,134124967,134126503,mRNA,No,0.029774923,8.294128,Fibroblast Only,S,,S,,,"BC008642, LOC644538, SMIM10",,
FAM127C,No call,,,,,too much U,,134154533,134156566,mRNA,No,0.085498236,16.725967,Fibroblast Only,S,,,,,,,
FAM127A,S,,0,,,all F S or S+U,,134166332,134167575,mRNA,No,10.668469,33.599865,Both,S,,,,,CXX1 ,,
FAM127B,S,,0,,,all F S or S+U,,134184962,134186221,mRNA,No,4.699896,26.877855,Both,S,,E,,,DKFZP564B147 ,,
LINC00087,S,,,,,all F S or S+U,,134229014,134232733,ncRNA,No,0.012302165,1.7030663,Fibroblast Only,S,,,,,,,
LOC100129515,No call,,,,,,,134252881,134254405,ncRNA,No,0.006001843,0,Neither,S,,,,,,,
BC061642,No call,,,,,,,134254548,134257529,mRNA,No,0.003069353,0,Neither,S,,,,,,,
CXorf48,No call,,,,,,,134290460,134305751,mRNA,yes,0.01316779,0.013473025,Neither,S,,,,,,,
DKFZp451F083,Mostly S,,,,,S or S+U and VE and U,,134382887,134477957,mRNA,No,0.55983,0.55369705,Both,S,,,,,,,
BC029787,S,,,,,all F S or S+U,,134382887,134478012,mRNA,No,0.56027603,0.5533769,Both,S,,,,,,,
ZNF75D,S,,0,S,S,,,134419722,134429965,mRNA,No,1.7610494,3.0570562,Both,S,,S,,,None,,
ZNF449,S,,0,,S,all F S or S+U,,134477627,134497338,mRNA,No,0.63844943,1.7899021,Both,S,,S,,Y pseudogene,FLJ23614 ,,
AB062081,No call,,,,,,,134540020,134540794,ncRNA,No,0,0,Neither,S,,,,,,,
LINC00086,S,,,,,all F S or S+U,,134555867,134560225,ncRNA,No,0.008399,0.25995922,Fibroblast Only,S,,,,,,,
5S_rRNA,No call,,,,,,,134562092,134562210,rRNA,No,0,0.21461405,Fibroblast Only,S,,,,,,,
DDX26B,S,,0,,S,all F S or S+U,,134654554,134716460,mRNA,No,1.5903983,0.9838543,Both,S,,S,,Y pseudogene,FLJ39225 ,,
CT45A1,No call,,,,,,,134847184,134856988,mRNA,yes,0.001866968,0.005253174,Neither,S,,,,,,,
CT45A2,No call,,,,,,,134866213,134874268,mRNA,yes,0,0,Neither,S,,,,,,,
CT45A4,No call,,,,,,,134866213,134936735,mRNA,yes,0.000129785,0.000730363,Neither,S,,,,,,,"There are 2 copies of CT45A4 in this region. They are on opposite strands, each is 8 kb"
CT45A3,No call,,,,,,,134883487,134891519,mRNA,yes,0,0,Neither,S,,,,,,,
CT45A5,No call,,,,,,,134945650,134971244,mRNA,yes,0,0,Neither,S,,,,,,,
CT45A6,No call,,,,,,,134963214,134971244,mRNA,yes,0,0,Neither,S,,,,,,,
SAGE1,No call,,,,,,,134975784,134995220,mRNA,yes,0.000470896,0.005299931,Neither,S,,,Female Bias,,,,
MMGT1,S,,,,S,all F S,,135044230,135056188,mRNA,No,2.0098069,3.6846356,Both,S,S,,,,,,
SLC9A6,S,,0,,S,all F S or S+U,,135067585,135129428,mRNA,No,0.2894848,1.0614797,Both,S,,S,,,NHE-6 ,MRXSCH,
FHL1,Mostly S,,0.11,S,VE,all F S or S+U,,135228860,135293518,mRNA,No,0.011324408,1.3366952,Fibroblast Only,S,,,,,"SLIM1, Hs.205436","XMPMA; Myopathy, reducing body, X-linked, childhood-onset; Myopathy, reducing body, X-linked, early-onset, severe; SPM",
MAP7D3,S,,0,,S,all F S,,135295378,135338641,mRNA,No,0.47811928,2.0179594,Both,S,,S,,,FLJ12649 ,,
GPR112,E,,,,E,,,135383121,135499047,mRNA,No,0.00221069,0.003776624,Neither,E,,,,Y pseudogene,,,
BRS3,VE,,0.56,,,,,135570124,135574598,mRNA,No,0.014317246,0,Neither,Boundary,,,,,None,,
HTATSF1,S,,0,S,S,all F S or S+U,,135579237,135594503,mRNA,No,2.2541802,2.1170418,Both,S,,S,,Y pseudogene,None,,
VGLL1,E,,,,E,,,135614310,135638966,mRNA,No,0.002227232,0.002088955,Neither,E,,,,,,,
MIR934,No call,,,,,,,135633036,135633119,miRNA,No,0,0,Neither,Boundary,,,,,,,
LOC100128420,No call,,,,,,,135721701,135724588,ncRNA,No,0.01584628,0,Neither,Boundary,,,,,,,
CD40LG,VE,,0.44,,VE,,,135730335,135742549,mRNA,No,0.024727201,0.012650194,Neither,Boundary,S,,,Y pseudogene,TNFSF5 ,HIGM1,
ARHGEF6,S,,0,,S,all F S or S+U,,135747711,135863503,mRNA,No,0.57900167,0.2493232,Both,S,,S,,,None,MRX46,
U6,No call,,,,,,,135856157,135856264,snRNA,No,0,0.2476316,Fibroblast Only,S,,,,,,,
RBMX,S,,0,,,all F S or S+U,,135951352,135962939,mRNA,No,11.240391,9.089798,Both,S,,S,,Y homolog,HNRPG ,,
SNORD61,No call,,,,,,,135961357,135961430,snoRNA,No,0.3710599,0.3480228,Both,S,,,,,,,
AK055694,S,,,,,all F S or S+U,,135991553,136075814,ncRNA,No,0.17455754,0.038204774,Lymphoblast only,S,,,,,,,
GPR101,S,,,,,all F S or S+U,,136112306,136113833,mRNA,No,0,0,Neither,S,,,,Y pseudogene,,,
ZIC3,S,,,,,all F S or S+U,,136648345,136654259,mRNA,No,0.00464217,0,Neither,S,,,,,,HTX1; VACTERLX,
U6,No call,,,,,,,136770049,136770153,snRNA,No,0,0.2476316,Fibroblast Only,S,,,,,,,
LOC158696,No call,,,,,,,137696891,137699799,ncRNA,No,0.003146377,0,Neither,S,,,,,,,
FGF13,Mostly S,,,,VE,all F S or S+U,,137713733,138287185,mRNA,No,0.00181954,0.002784411,Neither,S,,,,,,,
MIR504,No call,,,,,,,137749871,137749954,miRNA,No,0,0,Neither,S,,,,,,,
LOC100129662,Mostly S,,,,,all 4 states,,137794268,137798763,ncRNA,No,0,0,Neither,S,,,,,,,
JA536283,No call,,,,,,,137922164,137922184,ncRNA,No,0,0,Neither,S,,,,,,,
SRD5A1P1,No call,,,,,,,138528977,138531132,ncRNA,No,0.3650936,0.32251832,Both,S,,,,,,,
F9,No call,,,,,,,138612894,138645617,mRNA,No,0.002517275,0.003147988,Neither,S,,,,,,"Warfarin response, HEMB, THPH8",
MCF2,S,,,,S,,,138663929,138790381,mRNA,No,0.021280052,0.004684229,Neither,S,,,,,,,
Mir_548,No call,,,,,,,138681375,138681459,miRNA,No,0,0,Neither,S,,,,,,,
ATP11C,S,,0.11,,S,,,138808504,138914447,mRNA,No,0.47481546,1.4735978,Both,S,,,,Y pseudogene,"FLJ34233, Hs.112784",,
MIR505,No call,,,,,,,139006306,139006390,miRNA,No,0.10768013,0,Lymphoblast only,S,,,,,,,
CXorf66,S,,,,S,,,139037883,139047677,mRNA,No,0.004672186,0,Neither,S,,,,,,,
U7,No call,,,,,,,139533312,139533373,snRNA,No,0,0,Neither,S,,,,,,,
SOX3,S,,,,,all F S or S+U,,139585151,139587225,mRNA,No,0,0.062057074,Neither,S,,,,Y homolog,,"X-linked mental retardation with panhypopituitarism, PHPX",
RP1-177G6.2,No call,,,,,,,139791923,139796996,ncRNA,No,0.00360773,0.10658798,Fibroblast Only,S,,,,,,,
AK054921,No call,,,,,,,139863223,139866517,ncRNA,No,0.002777788,10.309291,Fibroblast Only,S,,,,,,,
CDR1,S,,0.22,,S,,,139865424,139866723,mRNA,No,0.007040624,25.89236,Fibroblast Only,S,,,,,None,,
MIR320D2,No call,,,,,,,140008336,140008384,miRNA,No,0,0,Neither,S,,,,,,,
SPANXB2,No call,,,,,,,140084755,140097876,mRNA,yes,0,0,Neither,S,,,,,,,There is 2 copies of SPANXB2. Each is about 1 kb.
LDOC1,S,,0.11,,,all F S or S+U,,140269930,140271310,mRNA,No,1.0670547,22.452888,Both,S,S,,,,BCUR1 ,,
SPANXC,No call,,,,,,,140335595,140672860,mRNA,yes,0.00233389,0.006948775,Neither,S,,,,,,,
SPANXA2-OT1,No call,,,,,,,140590842,140738069,ncRNA,yes,0.000621676,0.005072791,Neither,S,,,,,,,
SPANXA1,No call,,,,,,,140671795,140678899,mRNA,yes,0.001288221,0,Neither,S,,,,,,,There is 2 copies of SPANXA1 on opposite strands. Each is around 1 kb.
BC042039,No call,,,,,,,140713995,140714861,mRNA,No,0,0,Neither,S,,,,,,,
SPANXE,No call,,,,,,,140785567,140786655,mRNA,yes,0,0.07094679,Neither,S,,,,,,,
MAGEC3,No call,,,,,,,140926101,140985618,mRNA,yes,0.001076476,0.011250308,Neither,S,,,,,,,
MAGEC1,No call,,,,,,,140991641,140997187,mRNA,yes,0,0,Neither,S,,,,,,,
MAGEC2,No call,,,,,,,141290127,141293076,mRNA,yes,0,0.008730063,Neither,S,,,,,,,
SPANXN4,No call,,,,,,,142113703,142122066,mRNA,yes,0,0,Neither,S,,,,,,,
7SK,No call,,,,,,,142178132,142178463,snRNA,No,0,0,Neither,S,,,,,,,
SPANXN3,No call,,,,,,,142596563,142605307,mRNA,yes,0.004186534,0,Neither,S,,,,,,,
SLITRK4,S,,,,,all F S or S+U,,142710594,142723019,mRNA,No,0.025043907,0.004145129,Neither,S,,,Male Bias,Y pseudogene,,,
SPANXN2,No call,,,,,,,142795054,142804516,mRNA,yes,0.000967221,0,Neither,S,,,,,,,
UBE2NL,No call,,,,,,,142967172,142968357,mRNA,No,3.6117332,0.6948718,Both,S,S,,,,,,
SPANXN1,No call,,,,,,,144329106,144337728,mRNA,yes,0,0.005973254,Neither,S,,,,,,,
SLITRK2,Mostly S,,0.22,,,S or S+U and VE and U,,144899346,144907360,mRNA,No,0.00114196,0,Neither,S,,,,Y pseudogene,,,
CXorf1,No call,,,,,,,144908927,144911370,mRNA,No,0,0,Neither,S,,,,,,,
MIR890,No call,,,,,,,145075792,145075869,miRNA,No,0,0,Neither,S,,,,,,,
MIR888,No call,,,,,,,145076301,145076378,miRNA,No,0,0,Neither,S,,,,,,,
MIR892A,No call,,,,,,,145078186,145078261,miRNA,No,0,0,Neither,S,,,,,,,
MIR892B,No call,,,,,,,145078715,145078792,miRNA,No,0,0,Neither,S,,,,,,,
MIR891B,No call,,,,,,,145082570,145082649,miRNA,No,0,0,Neither,S,,,,,,,
MIR891A,No call,,,,,,,145109311,145109390,miRNA,No,0,0,Neither,S,,,,,,,
CXorf51B,No call,,,,,,,145891301,145896249,mRNA,No,0,0,Neither,S,,,,,,,"There is 2 copies of CXorf51B here, on opposite strands. Each is about 500 bp long."
MIR506,No call,,,,,,,146312237,146312361,miRNA,No,0,0,Neither,S,,,,,,,
MIR507,No call,,,,,,,146312501,146312595,miRNA,No,0,0,Neither,S,,,,,,,
MIR508,No call,,,,,,,146318430,146318545,miRNA,No,0.15780708,0,Lymphoblast only,S,,,,,,,
MIR514B,No call,,,,,,,146331668,146331748,miRNA,No,0,0,Neither,S,,,,,,,
MIR509-1,No call,,,,,,,146340277,146342143,miRNA,No,0,0,Neither,S,,,,,,,There are multiple copies of MIR509-1 here. Each is around 100 bp.
MIR510,No call,,,,,,,146353852,146353926,miRNA,No,0,0,Neither,S,,,,,,,
MIR514A1,No call,,,,,,,146360764,146360862,miRNA,No,0,0,Neither,S,,,,,,,
MIR514A2,No call,,,,,,,146363460,146366246,miRNA,No,0,0,Neither,S,,,,,,,There is 2 copies of MIR514A2 here. Each is around 80bp.
FMR1-AS1,No call,,,,,,,146990948,147003676,ncRNA,No,0.15819141,0.14971897,Both,S,,,,,,,
FMR1,S,,0.11,S,S,all F S or S+U,,146993468,147032156,mRNA,No,1.4464134,2.08551,Both,S,,,,Y pseudogene,None,"FXS, FXTAS, FXPOI",
FMR1NB,No call,,,,,,,147062848,147108187,mRNA,yes,0.002826188,0.003408075,Neither,S,,,,,,,
5S_rRNA,No call,,,,,,,147089619,147089735,rRNA,No,0,0.21461405,Fibroblast Only,S,,,,,,,
AFF2,Mostly S,,,,VE,all F S,,147582138,148082193,mRNA,No,0.001775397,0.008600768,Neither,S,,,,Y pseudogene,,FRAXE,
IDS,S,,0,S,S,all F S or S+U,,148560294,148615468,mRNA,No,3.490009,3.4895253,Both,S,,S,,Y pseudogene,None,MPS2,
IDS2,No call,,,,,,,148593083,148607803,mRNA,No,0.4376863,0.50384223,Both,S,,S,,,,,
LOC100131434,No call,,,,,,,148609131,148622504,ncRNA,No,0.6915002,1.2093102,Both,S,,,,,,,
CXorf40A,S,,0.22,,S,all F S or S+U,,148622518,148632086,mRNA,No,1.4070212,2.745194,Both,S,,,,,LOC347512,,
MAGEA9B,No call,,,,,,,148663308,148669116,mRNA,yes,0,0.008866822,Neither,S,,,,,,,
HSFX2,No call,,,,,,,148674171,148676974,mRNA,No,0,0,Neither,S,,,,,,,
HSFX1,No call,,,,,,,148674171,148676974,mRNA,No,0.003264198,-,,S,,,,Y homolog,,,
TMEM185A,S,,0,,S,all F S or S+U,,148678215,148854484,mRNA,No,0.06568171,0.1447887,Fibroblast Only,S,,S,,,"FAM11A~, LW-1 ",,
MAGEA11,VE,,,,VE,,,148769902,148798928,mRNA,yes,0.003467929,0,Neither,S,,,,,,,
HSFX2,No call,,,,,,,148855725,148858528,mRNA,No,0,0,Neither,S,,,,,,,
MAGEA9,No call,,,,,,,148863592,148869399,mRNA,yes,0,0,Neither,S,,,,,,,
MAGEA9B,No call,,,,,,,148867872,148868820,mRNA,yes,0,0.008866822,Neither,S,,,,,,,
MAGEA8,VE,,0.33,,,,,149009940,149014609,mRNA,No,0,0.016544124,Neither,S,,,,,None,,
CXorf40B,S,,,,,all F S or S+U,,149097722,149106716,mRNA,No,2.3841064,5.9495454,Both,S,,,,,,,
LOC100272228,Mostly S,,,,S,S or S+U and VE and U,,149106765,149392815,ncRNA,No,0.15659395,0.1155108,Both,S,,,,,,,
MIR2114,No call,,,,,,,149396238,149396318,miRNA,No,0,0.31794673,Fibroblast Only,S,,,,,,,
MAMLD1,Mostly S,,0,S,VE,all F S or S+U,,149529835,149682448,mRNA,No,0.001919155,0.6758457,Fibroblast Only,S,,S,,Y pseudogene,"CXorf6, XAP80, Hs.146087",HYSP2,
MTM1,S,,0,,S,all F S or S+U,,149737046,149841616,mRNA,No,0.2380741,0.35685888,Both,S,,S,,,Hs.34079,CNMX,
MTMR1,S,,0,,S,all F S,,149861868,149933397,mRNA,No,1.3367736,1.8678893,Both,S,,S,,Y pseudogene,"M79236, Hs.99402",,
CD99L2,S,,0.11,S,S,too much U,,149934808,150067289,mRNA,No,0.39158627,0.8366711,Both,S,,,,,Hs.124981 ,,
HMGB3,S,,0,,,all F S,,150151762,150159248,mRNA,No,2.5855744,6.2225747,Both,S,,S,,,None,MCOPS13,
MIR4330,No call,,,,,,,150336693,150336798,miRNA,No,0,0,Neither,S,,,,,,,
GPR50,No call,,,,,,,150345055,150349937,mRNA,No,0.007497695,0,Neither,S,,,,Y pseudogene,,,
VMA21,S,,,,,all F S,,150565656,150577836,mRNA,No,2.5382314,5.955844,Both,S,,S,,,,,
PASD1,No call,,,,,,,150732006,150845211,mRNA,yes,0.001293615,0.002729928,Neither,S,,,,Y pseudogene,,,
PRRG3,Mostly S,,,,,S or S+U and VE and U,,150863729,150870063,mRNA,No,0,0.004065302,Neither,S,,,,,,,
FATE1,No call,,,,,,,150884507,150891664,mRNA,yes,0.001278683,0.010793665,Neither,S,,,,,,,
CNGA2,No call,,,,,,,150903217,150914036,mRNA,No,0.001691832,0.004760386,Neither,S,,,,Y pseudogene,,,
MAGEA4,No call,,,,,,,151080995,151093642,mRNA,yes,0.000723657,0.002036186,Neither,S,,,,Y pseudogene,,,
GABRE,S,,0,,,all F S or S+U,,151121595,151143151,mRNA,No,0.001698346,0.5925606,Fibroblast Only,S,,S,,Y pseudogene,,,
MIR452,No call,,,,,,,151128099,151128184,miRNA,No,0,0.5989229,Fibroblast Only,S,,,,,,,
MAGEA5,No call,,,,,,,151282520,151286411,mRNA,yes,0,0,Neither,S,,,,,,,
MAGEA10-MAGEA5,No call,,,,,,,151282520,151307050,mRNA,yes,0.000373112,0.002099685,Neither,S,,,,,,,
MAGEA10,No call,,,,,,,151301782,151307050,mRNA,yes,0.001737106,0,Neither,S,,,,Y pseudogene,,,
GABRA3,Discordant,,,,VE,S or S+U and VE,,151335633,151619831,mRNA,No,0.000644113,0.001902988,Neither,S,,,,,,,
U6,No call,,,,,,,151419043,151419148,snRNA,No,0,0.2476316,Fibroblast Only,S,,,,,,,
MIR105-1,No call,,,,,,,151560690,151560771,miRNA,No,0,0,Neither,S,,,,,,,
Mir_105,No call,,,,,,,151561431,151562213,miRNA,No,0,0,Neither,S,,,,,,,There is 3 copies of Mir_105 here. Each is about 80 bp.
MIR767,No call,,,,,,,151561892,151562001,miRNA,No,0,0,Neither,S,,,,,,,
MIR105-2,No call,,,,,,,151562883,151562964,miRNA,No,0,0,Neither,S,,,,,,,
GABRQ,S,,,,,all F S,,151806636,151821825,mRNA,No,0.021691982,0.020345243,Neither,S,,,,,,,
MAGEA6,No call,,,,,,,151867244,151870814,mRNA,yes,0,0,Neither,S,,,,,,,mageA6 to MageA3 is an inverted repeat
CSAG2,No call,,,,,,,151876742,151877747,mRNA,yes,0,0,Neither,S,,,,,,,
CSAG3,No call,,,,,,,151876742,151883038,mRNA,yes,0,0,Neither,S,,,,,,,
MAGEA2,No call,,,,,,,151883118,151887095,mRNA,yes,0,0,Neither,S,,,,,,,
MAGEA12,No call,,,,,,,151895977,151903184,mRNA,yes,0,0.014291724,Neither,S,,,,,,,
CSAG1,No call,,,,,,,151903227,151909518,mRNA,yes,0,0,Neither,S,,,,,,,
MAGEA2,No call,,,,,,,151918387,151922364,mRNA,yes,0,0,Neither,S,,,,,,,
CSAG3,No call,,,,,,,151922444,151928738,mRNA,yes,0,0,Neither,S,,,,,,,
CSAG2,No call,,,,,,,151927733,151928738,mRNA,yes,0,0,Neither,S,,,,,,,
MAGEA3,No call,,,,,,,151934651,151938240,mRNA,yes,0,0,Neither,S,,,,,,,
CETN2,S,,0,S,,all F S,,151995870,151999301,mRNA,No,2.8642538,8.56205,Both,S,,S,,,CALT ,,
NSDHL,S,,0,,S,all F S or S+U,,151999510,152037907,mRNA,No,0.48531494,1.3957347,Both,S,,S,,,None,Child syndrome; NSDHL-Related Disorders,
ZNF185,Mostly S,,0.22,S,VE,,,152082985,152142025,mRNA,No,0.030849908,0.92474407,Fibroblast Only,S,,,,,None,,
PNMA5,S,,0.11,,,,,152157367,152160761,mRNA,No,0.04043952,0,Neither,S,,,,Y pseudogene,KIAA1934 ,,
PNMA3,Discordant,,,,VE,all F S,,152224765,152228827,mRNA,No,0.15543784,0.06972448,Lymphoblast only,S,,,,Y pseudogene,,,
BC030761,No call,,,,,,,152227055,152228822,mRNA,No,0.16566174,0.043699693,Lymphoblast only,S,,,,,,,
